HINCP,GRNTP,GRPIP,MV,TEN_label,ACCESS_label,LNGI_label,HUPAC_label
6500,2050,101,0 to 1,Rented,"Yes, without paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
6500,2050,101,0 to 1,Rented,"Yes, without paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
235000,1640,8,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
80000,2240,34,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
70000,1440,25,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
70000,1440,25,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
65000,1040,19,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
24000,915,46,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
0,2100,0,2 to 4,Rented,"Yes, without paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
0,2100,0,2 to 4,Rented,"Yes, without paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
0,2100,0,2 to 4,Rented,"Yes, without paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
114000,1240,13,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
114000,1240,13,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
114000,1240,13,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
38000,1480,47,2 to 4,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
30900,480,19,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
30900,480,19,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
30900,480,19,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
30900,480,19,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
10700,1450,101,10 to 19,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
130000,1280,12,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
130000,1280,12,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
130000,1280,12,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
130000,1280,12,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
16800,1600,101,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
16800,1600,101,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
33000,1710,62,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
33000,1710,62,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
33000,1710,62,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
12000,1010,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
12000,1010,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
12000,1010,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
12000,1010,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
0,3000,0,0 to 1,Rented,"Yes, without paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
0,3000,0,0 to 1,Rented,"Yes, without paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
0,3000,0,0 to 1,Rented,"Yes, without paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
0,3000,0,0 to 1,Rented,"Yes, without paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
10000,1520,101,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
10000,1520,101,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
79000,2980,45,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
79000,2980,45,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
79000,2980,45,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
79000,2980,45,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
79000,2980,45,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
10000,1290,101,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
10000,1290,101,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
35000,1150,39,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
35000,1150,39,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
35000,1150,39,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
60000,2130,43,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
36000,1310,44,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
36000,1310,44,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
8000,770,101,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
64300,1133,21,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
64300,1133,21,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
64300,1133,21,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
80000,2100,32,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
80000,2100,32,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
80000,2100,32,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
80000,2100,32,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
68000,1470,26,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
68000,1470,26,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
68000,1470,26,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
68000,1470,26,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
55500,770,17,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
40000,1580,47,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
40000,1580,47,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
40000,1580,47,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
40000,1580,47,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
40000,1580,47,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
27300,300,13,10 to 19,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
130800,2540,23,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
130800,2540,23,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
153000,3700,29,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
153000,3700,29,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
67000,1840,33,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
67000,1840,33,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
63000,910,17,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
2900,1580,101,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
8300,980,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
8300,980,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
65100,1500,28,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
65100,1500,28,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
16600,1180,85,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
16600,1180,85,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
66000,1620,29,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
66000,1620,29,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
91000,2260,30,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
91000,2260,30,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
91000,2260,30,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
60000,1790,36,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',No children
60000,1790,36,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',No children
60000,1790,36,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',No children
60000,1790,36,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',No children
107000,3823,43,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
107000,3823,43,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
107000,3823,43,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
410000,3470,10,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
410000,3470,10,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
410000,3470,10,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
179000,3133,21,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
179000,3133,21,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
179000,3133,21,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
62000,1810,35,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
62000,1810,35,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
62000,1810,35,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
62000,1810,35,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
62000,1810,35,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
38000,1260,40,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
8500,960,101,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
5700,240,51,0 to 1,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',No children
11800,1390,101,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
36800,1302,42,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
87000,870,12,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
87000,870,12,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
0,1600,0,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
17300,370,26,5 to 9,Rented,"No access to the Internet at this house, apartment, or mobile home",No one in the household 14 and over speaks English only or speaks English 'very well',No children
107000,1297,15,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
74060,930,15,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
74060,930,15,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
74060,930,15,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
180000,1350,9,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
27000,970,43,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
75000,840,13,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
180000,1230,8,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
180000,1230,8,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
40000,1660,50,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
40000,1660,50,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
40000,1660,50,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
65100,1850,34,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
46100,2220,58,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
46100,2220,58,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
46100,2220,58,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
114400,3870,41,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
114400,3870,41,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
114400,3870,41,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years only
222000,3000,16,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
222000,3000,16,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
25400,1570,74,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
25400,1570,74,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
75000,2300,37,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
75000,2300,37,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
75000,2300,37,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
75000,2300,37,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
75000,2300,37,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
75000,2300,37,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
30600,1617,63,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
30600,1617,63,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
7800,1060,101,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
7800,1060,101,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
6000,910,101,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
17800,470,32,NA,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
4500,110,29,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
56000,1730,37,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
132720,2500,23,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
132720,2500,23,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
50000,1323,32,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
51000,840,20,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
32500,1180,44,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
32500,1180,44,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
32500,1180,44,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
32500,1180,44,10 to 19,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
6250,160,31,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
6250,160,31,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',No children
16000,480,36,10 to 19,Rented,"No access to the Internet at this house, apartment, or mobile home",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
90000,1830,24,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
90000,1830,24,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
94400,2410,31,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
94400,2410,31,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
94400,2410,31,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
97000,1900,24,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
97000,1900,24,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
97000,1900,24,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
261150,2843,13,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
261150,2843,13,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
261150,2843,13,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
261150,2843,13,1 to 2,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
149000,2440,20,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
149000,2440,20,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
65000,1700,31,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
65000,1700,31,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
65000,1700,31,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
65000,1700,31,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
65000,1700,31,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',With children under 6 years and 6 to 17 years
65000,1200,22,0 to 1,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
22100,550,30,5 to 9,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
12000,360,36,2 to 4,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
10100,250,30,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",At least one person in the household 14 and over speaks English only or speaks English 'very well',No children
24200,780,39,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
24200,780,39,NA,Rented,"Yes, by paying a cell phone company or Internet service provider",No one in the household 14 and over speaks English only or speaks English 'very well',With children 6 to 17 years only
